avatar,avg_ec_live_uv,avg_ec_video_view_count,category_ids,creator_open_id,follower_count,gmv_range,nickname,selection_region,top_follower_demographics,username,gmv,video_gmv,live_gmv,batch_name
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/88d4eafa0c5242fcf98500b388d63e31~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=757fd94f&x-expires=1784725200&x-signature=%2B6c7wVIhh8VdZrmmxqo5Fm3QZBI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,269,"['601450', '600024']",Bq9QiAAAAACOV4AEeERJl-yievH_HBss8frHXBdgnjC6de948YlwEw,15510,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Chin T🧿,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5203}}",heavyuuuu,"{'amount': '45038.997064', 'currency': 'USD'}","{'amount': '45021.488137', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/b10ba8ebf0cc6c5d09e148b162cd4375~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=0f1d0be4&x-expires=1784725200&x-signature=l9ttlPI9moveWglv77Kqx0PT8Pw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,53,"['601450', '601739']",py-nrQAAAACOV4AEeERJl-yievH_HBssJa68zj287NRoBg82U8Fw9w,2664,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",🧿🧿 Mary Ann espiritu🧿🧿,PH,"{'age_ranges': ['AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4024}}",momymeanne,"{'amount': '17834.053739', 'currency': 'USD'}","{'amount': '17831.042745', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/1af61457b0ebc1e5b055126dad4077db~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=dd3e475d&x-expires=1784725200&x-signature=NZLTxPx2Ben%2FTqPrHu3qPyQsEmY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,24,"['601450', '605196']",1QmmzwAAAACOV4AEeERJl-yievH_HBsskIFovbckPCTbuljkV3nEfA,2508,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Huntacker.$hop🇵🇭,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3941}}",huntacker34_19,"{'amount': '11400.254513', 'currency': 'USD'}","{'amount': '11165.481017', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/507952dfa3009cfe96d1d56b32f1a353~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=c8f2ce6e&x-expires=1784725200&x-signature=fiRtGIj%2FFI5BmuseaGBccoBtgLc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},1460,941,"['601739', '604453', '602284']",CBnB-AAAAACOV4AEeERJl-yievH_HBsswmH6r9F3KFt8CrCB6W-KDw,46078,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Jane ୨୧,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 5412}}",morteljane_,"{'amount': '14568.60757', 'currency': 'USD'}","{'amount': '8951.231274', 'currency': 'USD'}","{'amount': '5617.376296', 'currency': 'USD'}",GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/acbd0e8672e16c7d9950b186ae84fe75~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=dbee0eca&x-expires=1784725200&x-signature=6j7XSJV7Q9ee4u%2Bt22wGwElK3gg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,104,"['601739', '604206']",6qUTJwAAAACOV4AEeERJl-yievH_HBss83RmJgcl7waad-Zv77l1Vg,4893,{'formatted_range': '₱10K+'},JohnM,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 2699}}",johnm030323,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/ac781366a3aac83d1bda494842e06b6a~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=e9869200&x-expires=1784725200&x-signature=yoZGFqZx4%2FPV%2B9eUeOOjoiKiOb8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,0,"['601739', '601450', '605196']",Bk01NQAAAACOV4AEeERJl-yievH_HBssjYBT2NCiw6gm5afPaGEhEg,783,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Nicolas Pagquil,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4572}}",nicolas.pagquil,"{'amount': '28285.023336', 'currency': 'USD'}",,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/8697acda12b24325c578ed63e806ed07~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=f14964bc&x-expires=1784725200&x-signature=iV4V%2BuCPxnEGbHXG8akBYuIcGxU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},1288,728,"['601739', '605196', '604968']",7KzZWgAAAACOV4AEeERJl-yievH_HBssC_rbaj8yDkGJAvyOA5HSOA,16364,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",CharlieverLB,PH,"{'age_ranges': ['AGE_RANGE_18_24', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 5133}}",timotheechadz1619,"{'amount': '11315.499022', 'currency': 'USD'}","{'amount': '10292.502434', 'currency': 'USD'}","{'amount': '790.899488', 'currency': 'USD'}",GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/2f1890a5bf1d85897497d6f92cf8d9b5~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=dddebb88&x-expires=1784725200&x-signature=WrRy%2BVb714A0XHK4QiasUI1zi1Y%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},9768,163,"['600942', '601450']",mTnSEQAAAACOV4AEeERJl-yievH_HBssu4yNtCNBO-obnSirbdzmLA,8882,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",IRA🪶,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4399}}",ira_mc,"{'amount': '15749.761765', 'currency': 'USD'}","{'amount': '40.602958', 'currency': 'USD'}","{'amount': '15561.837957', 'currency': 'USD'}",GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/e8888ec76eac39905dd10f43801257fa~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=df3af2fc&x-expires=1784725200&x-signature=PvGi56Auo4r%2FfiQum%2B%2F56quTASU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,234,"['601739', '603014']",V5652QAAAACOV4AEeERJl-yievH_HBssmopWoylWRLA29Dng9yWWHA,4495,{'formatted_range': '₱10K+'},SHEESSSHHHYYY,PH,"{'age_ranges': ['AGE_RANGE_18_24', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3396}}",alzeahhhhhhhhh,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/364f91cf9af1feea16887f6896f07621~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=c9175656&x-expires=1784725200&x-signature=kklR9NW0cTcR0kI1vTmzNuV%2FsEQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,2635,"['600942', '601755', '601450']",TVhJ4AAAAACOV4AEeERJl-yievH_HBsszvtbXgOKrV3Q0UgJzp952w,38387,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Engr. Bonjoebee | CE BOX,PH,"{'age_ranges': ['AGE_RANGE_18_24'], 'major_gender': {'gender': 'MALE', 'percentage': 5284}}",engr.bonjoebee.cebox,"{'amount': '10824.060211', 'currency': 'USD'}","{'amount': '10649.18688', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/8ac24f6a2db01e150113f70fe34c24b8~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=50cd5124&x-expires=1784725200&x-signature=f9sT8SkjroSxUApqA7k9J5x9kpo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},6198,169,"['601739', '601450', '601352']",REyCmgAAAACOV4AEeERJl-yievH_HBssuQuefeQ1snCPSMcuo1M_Uw,4475,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",AFFORD TECHh.GADGETS.ph📲📲📲,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3738}}",affordtech.ph,"{'amount': '31233.738406', 'currency': 'USD'}","{'amount': '2.377374', 'currency': 'USD'}","{'amount': '31115.968775', 'currency': 'USD'}",GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/9daf8e733a1115fa774b00e753a75892~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=96a616c3&x-expires=1784725200&x-signature=PnZeu%2FY2T1L7wKgQ240Td52GTEI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,474,"['604968', '601152']",z_XBawAAAACOV4AEeERJl-yievH_HBssOAKhYG4ijRtzqV3JL15SgA,3455,{'formatted_range': '₱10K+'},ItsMeEdlyn🧿,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4538}}",elnbtsn3,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/452ac849f405a8aee59ba63c0abe5b13~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=fcb7d6be&x-expires=1784725200&x-signature=r1V88QjuVpKkYsta9MRNhQA%2BLqk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},516,457,"['603014', '601450', '600001']",GuMa1AAAAACOV4AEeERJl-yievH_HBsslD7Dtq5WUBupjjOjHcUtUw,2555,{'formatted_range': '₱10K+'},EnJoy,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 5039}}",enjoyjoy_09,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/a291818dd32296156a59db0dcc35b608~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=7994a59d&x-expires=1784725200&x-signature=S1x5IfJiOV3LCb8rURO%2FlJtaCVw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},661,138,"['601450', '601739', '601152']",O9vWLQAAAACOV4AEeERJl-yievH_HBsstlmv0mex9JG-j4DErxqNgQ,2512,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",mrs.msaddoy,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4214}}",mibuniel06,"{'amount': '17480.130537', 'currency': 'USD'}","{'amount': '4790.108499', 'currency': 'USD'}","{'amount': '12232.836391', 'currency': 'USD'}",GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/426aff77fd3b6b9370476b687b561d77~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=aede2478&x-expires=1784725200&x-signature=w6E8SsnbCj3r44fTeqJFkywTPcA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,638,"['601739', '700437', '601450']",c3MUVAAAAACOV4AEeERJl-yievH_HBssVJY0B1U49UwEWo07PDigzg,11883,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Midelyn 𐙚˚ ༘ 🎀,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5557}}",midelyn_c,"{'amount': '80596.349123', 'currency': 'USD'}","{'amount': '80545.017461', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/770efc61cbaca5ed5514695cf9948c21~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=4130a59a&x-expires=1784725200&x-signature=l2T7gxi8ZYSGJBZRkiE%2FBYlsn2Q%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,331,"['601450', '600024']",gX_zxAAAAACOV4AEeERJl-yievH_HBssTIcnC3r2byLi8UnDIaKYjg,2518,{'formatted_range': '₱10K+'},joysecrets💋,PH,"{'age_ranges': ['AGE_RANGE_18_24', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 2738}}",umiiishop8,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/0e0efb14414ec4e49a573472e8800a13~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=4728053a&x-expires=1784725200&x-signature=HrDx1NGXo59e2AYY7of9Ws8RiMU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},1038,843,"['601755', '604453', '601739']",yAM2CAAAAACOV4AEeERJl-yievH_HBssUerFqepd-bDzS-Wmlvj_6Q,8513,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",XenaNeedsCoffee,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4132}}",xenaneedscoffee,"{'amount': '12439.957918', 'currency': 'USD'}","{'amount': '12308.575542', 'currency': 'USD'}","{'amount': '46.807843', 'currency': 'USD'}",GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/eaec7439dad7999cbc4467441c93bc1f~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=2ab3dd35&x-expires=1784725200&x-signature=KRadTFLXDcNP70ajYDUNl5JwDzo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,488,"['604579', '604206', '601739']",IP5OGwAAAACOV4AEeERJl-yievH_HBssWjZV1VtFdWKZbW3MFioUhg,152462,{'formatted_range': '₱10K+'},Kuyaffordables,PH,"{'age_ranges': ['AGE_RANGE_18_24'], 'major_gender': {'gender': 'MALE', 'percentage': 6418}}",kuyaffordables,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/fdf3d7f276a2a22bfa6bdb152da2e3d1~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=d75eaf25&x-expires=1784725200&x-signature=45DrPMP7fZXLTbbYfKbJkYnsPeE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},10962,271,"['601739', '700645', '602118']",0IJ5OwAAAACOV4AEeERJl-yievH_HBssWUARNWW4K0NAKmO7h0Nc2w,66798,"{'currency': 'USD', 'formatted_range': '₱10K+', 'maximum_amount': '10000', 'minimum_amount': '1000'}",𝓘𝓽𝓼 𝓜𝓳♡,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4200}}",mjtrendzshopofficialph,"{'amount': '7985.560535', 'currency': 'USD'}","{'amount': '1601.595269', 'currency': 'USD'}","{'amount': '6142.48766', 'currency': 'USD'}",GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/e04b9553243345469fd6cb04311b071b~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=be43e326&x-expires=1784725200&x-signature=Ejk%2BhJKK9tiyWdWcB%2FUx13fGHDY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},2656,1371,"['601352', '603014', '824584']",yuBMdQAAAACOV4AEeERJl-yievH_HBssRGbRSliTYWHYWRAcjo7Vyg,30384,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",MrNiceDeal,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'MALE', 'percentage': 4459}}",mrnicedeal,"{'amount': '15914.266005', 'currency': 'USD'}","{'amount': '2190.232177', 'currency': 'USD'}","{'amount': '12693.453204', 'currency': 'USD'}",GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p19-common-sign.tiktokcdn.com/tos-alisg-avt-0068/fbcef5a34dd44af5f0c6ccf05832730b~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=3fb5036e&x-expires=1784725200&x-signature=%2FMED47M4lDJaSsmaUZ4mUNFZkFY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,526,"['953224', '601152', '605248']",NWxWWQAAAACOV4AEeERJl-yievH_HBssCT5nzULNC7Rg-rp6D0AoDA,17131,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",WorthitFinds,PH,"{'age_ranges': ['AGE_RANGE_18_24', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 7195}}",nicalyn11,"{'amount': '10340.726623', 'currency': 'USD'}","{'amount': '10330.897471', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-useast2a-avt-0068-giso/5998dc04563c95f70c48524652a29c75~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=d778557a&x-expires=1784725200&x-signature=Ob2aNY4buWHyt3w8H2MX4bDj1u8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},443,377,"['602284', '600024']",kLt0OgAAAACOV4AEeERJl-yievH_HBssJF0U7dmacWn93or4wzK_Aw,4867,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Lenebal,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6077}}",lenebal,"{'amount': '15464.719446', 'currency': 'USD'}","{'amount': '3863.354423', 'currency': 'USD'}","{'amount': '11600.193929', 'currency': 'USD'}",GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/8ab2815f5fe8029381d4be44681ad9bb~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=3ca3e86b&x-expires=1784725200&x-signature=IjPphz4QYeIgf8ZDa7rFE8J%2F16M%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},2738,507,"['601352', '603014', '824328']",Rr0FSQAAAACOV4AEeERJl-yievH_HBssMxZPYd7Fy4aeXedUV4GvrQ,37900,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",streetwerzz,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'MALE', 'percentage': 4859}}",outfitking07,"{'amount': '10328.28882', 'currency': 'USD'}","{'amount': '5762.882638', 'currency': 'USD'}","{'amount': '4565.406182', 'currency': 'USD'}",GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/30edc6bbd391b0b4d394d1b11c1e6bc9~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=dd3eecb4&x-expires=1784725200&x-signature=bWiC4sizaagY00tmsBAQlqPZ33Q%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},94,56,"['601739', '601450', '601152']",6hEnJQAAAACOV4AEeERJl-yievH_HBssuS5MwkVQF0GCR15R5iu5NA,5810,{'formatted_range': '₱10K+'},Aica Shop 🛒,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'MALE', 'percentage': 4870}}",nicaaa252,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/850f34851a9a1ed51aa25fe7212f4205~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=53b42fb0&x-expires=1784725200&x-signature=EQ4yVwBUryp6cxTBgrX%2Bc1Ew7Ds%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,1702,"['601352', '601739', '604968']",8R1XDgAAAACOV4AEeERJl-yievH_HBssvmZayeKLNnaWGU-IHTFbgQ,46187,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Paunology,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4989}}",paunology_02,"{'amount': '11287.248906', 'currency': 'USD'}","{'amount': '11225.345442', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/ae22f19ac771936f645a8aaa77793fa7~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=58a5e230&x-expires=1784725200&x-signature=spasCQLvj9%2B3lf9HGQ6kQPJ2FcU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},357,283,"['601739', '600154', '603014']",i3zSIAAAAACOV4AEeERJl-yievH_HBssvTSAyPd97XInwP9fkn8ZaA,2220,{'formatted_range': '₱10K+'},Matt.,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4544}}",mattasli,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/a069464a929a23aa67de8ad3f3d732de~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=5f431a23&x-expires=1784725200&x-signature=aO%2FQbjhe0y%2FI7RRZzcRoO6P9tNU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},3450,6361,"['601450', '601755', '824584']",_64zRAAAAACOV4AEeERJl-yievH_HBss9ukR0XKc_xB34vgjAMtZxg,100052,"{'currency': 'USD', 'formatted_range': '₱10K+', 'maximum_amount': '10000', 'minimum_amount': '1000'}",Greg Parilla on IG,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 6886}}",johngregparilla,"{'amount': '8529.52762', 'currency': 'USD'}","{'amount': '7593.225868', 'currency': 'USD'}","{'amount': '469.474918', 'currency': 'USD'}",GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/11d3d6c8596e23a74f4cc5dd7aa91f29~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=f43aa117&x-expires=1784725200&x-signature=DsJOOnSgFlu6TfEeLROMvrRE4Ps%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,179,"['601739', '600001', '605196']",-weNxwAAAACOV4AEeERJl-yievH_HBssVX8sClT3b4Fx7bVYQbiz-w,4455,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Kaizen ✨,PH,"{'age_ranges': ['AGE_RANGE_18_24', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 2139}}",itskaizen5,"{'amount': '10305.872369', 'currency': 'USD'}","{'amount': '10297.509804', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
{'url': 'https://p19-common-sign.tiktokcdn.com/tos-alisg-avt-0068/94ed66ec449fefdeb1319c0a37b97b09~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=e41046eb&x-expires=1784725200&x-signature=4HDWQ2BFWsxWl02JKXDI7pU7Ii8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,1232,"['603014', '601739', '824584']",gcwdawAAAACOV4AEeERJl-yievH_HBss2dw8HXLVlzKYZKvbX1pibA,5808,{'formatted_range': '₱10K+'},Miles Aguinaldo_PB,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 4616}}",engr.miles_pb,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_100_1000
